Authors,Year,Source title,Abstract
"Greenstone M., Hanna R.",2014,American Economic Review,"Using the most comprehensive developing country dataset ever compiled on air and water pollution and environmental regulations, the paper assesses India's environmental regulations with a difference-in-differences design. The air pollution regulations are associated with substantial improvements in air quality. The most successful air regulation resulted in a modest but statistically insignificant decline in infant mortality. In contrast, the water regulations had no measurable benefits. The available evidence leads us to cautiously conclude that higher demand for air quality prompted the effective enforcement of air pollution regulations, indicating that strong public support allows environmental regulations to succeed in weak institutional settings. © 2014, American Economic Association. All rights reserved."
"Mertens K., Ravn M.O.",2013,American Economic Review,This paper estimates the dynamic effects of changes in taxes in the United States. We distinguish between changes in personal and corporate income taxes and develop a new narrative account of federal tax liability changes in these two tax components. We develop an estimator which uses narratively identified tax changes as proxies for structural tax shocks and apply it to quarterly post-WWII data. We find that short run output effects of tax shocks are large and that it is important to distinguish between different types of taxes when considering their impact on the labor market and on expenditure components.
"Alesina A., Zhuravskaaya E.",2011,American Economic Review,"We provide a new compilation of data on ethnic, linguistic, and religious composition at the subnational level for a large number of countries. Using these data, we measure segregation of groups within the country. To overcome the endogeneity problem that arises because of mobility and endogenous internal borders, we construct an instrument for segregation. We find that more ethnically and linguistically segregated countries, i.e., those where groups live more spatially separately, have a lower quality of government; there is no relationship between religious segregation and governance. Trust is an important channel of influence; it is lower in more segregated countries."
"Chandra A., Gruber J., McKnight R.",2010,American Economic Review,"In the Medicare program, increases in cost sharing by a supplemental insurer can exert financial externalities. We study a policy change that raised patient cost sharing for the supplemental insurer for retired public employees in California. We find that physician visits and prescription drug usage have elasticities that are similar to those of the RAND Health Insurance Experiment (HIE). Unlike the HIE, however, we find substantial ""offset"" effects in terms of increased hospital utilization. The savings from increased cost sharing accrue mostly to the supplemental insurer, while the costs of increased hospitalization accrue mostly to Medicare."
"Bento A.M., Goulder L.H., Jacobsen M.R., Von Haefen R.H.",2009,American Economic Review,"We examine the impacts of increased US gasoline taxes in a model that links the markets for new, used, and scrapped vehicles and recognizes the considerable heterogeneity among households and cars. Household choice parameters derive from an estimation procedure that integrates individual choices for car ownership and miles traveled. We fnd that each cent-per-gallon increase in the price of gasoline reduces the equilibrium gasoline consumption by about 0.2 percent. Taking account of revenue recycling, the impact of a 25-cent gasoline tax increase on the average household is about $30 per year (2001 dollars). Distributional impacts depend importantly on how additional revenues from the tax increase are recycled. (JEL D12, H22, H25, L62, L71)."
"Roth A.E., Sönmez T., Utku Ünver M.",2007,American Economic Review,"Patients needing kidney transplants may have donors who cannot donate to them because of blood or tissue incompatibility. Incompatible patient-donor pairs can exchange donor kidneys with other pairs only when there is a ""double coincidence of wants."" Developing infrastructure to perform three-way as well as two-way exchanges will have a substantial effect on the number of transplants that can be arranged. Larger than three-way exchanges have less impact on efficiency. In a general model of type-compatible exchanges, the size of the largest exchanges required to achieve efficiency equals the number of types."
"Alesina A., Perotti R.",1997,American Economic Review,"In all industrial countries, fiscal policy is increasingly about redistribution. In this paper, we study redistribution across different types of agents in a world characterized by the presence of labor unions and distortionary taxation. We show that an increase in transfers financed by distortionary taxation has nonlinear effects on unit labor costs relative to the other countries, depending on the degree of centralization of the wage-setting process in the labor market. We find considerable empirical support for the model in a sample of 14 OECD countries."
Roth A.E.,1991,The American economic review,"The histories of seven regional markets for new physicians and surgeons in the United Kingdom are considered. Like the American market, these markets have experienced failures that led to the adoption of centralized market mechanisms. Because different regions employ different centralized mechanisms, these markets provide a test of the hypothesis that the success of the American market is related to the fact that it produces matches which are stable in the sense that no two agents mutually prefer to be matched to one another than to their assigned partners. Even in the more complex U.K. markets, this kind of stability plays an important role. Centralized markets that produced unstable matches in environments in which agents could act upon instabilities fared no better than the decentralized markets they replaced."
"Imbens G.W., Rubin D.B., Sacerdote B.I.",2001,American Economic Review,"This paper provides empirical evidence about the effect of unearned income on earnings, consumption, and savings. Using an original survey of people playing the lottery in Massachusetts in the mid-1980's, we analyze the effects of the magnitude of lottery prizes on economic behavior. The critical assumption is that among lottery winners the magnitude of the prize is randomly assigned. We find that unearned income reduces labor earnings, with a marginal propensity to consume leisure of approximately 11 percent, with larger effects for individuals between 55 and 65 years old. After receiving about half their prize, individuals saved about 16 percent."
"Calomiris C.W., Mason J.R.",1997,American Economic Review,"We examine the social costs of asymmetric-information-induced bank panics in an environment without government deposit insurance. Our case study is the Chicago bank panic of June 1932. We compare the ex ante characteristics of panic failures and panic survivors. Despite temporary confusion about bank asset quality on the part of depositors during the panic, which was associated with widespread depositor runs and bank stock price declines, the panic did not pro-duce significant social costs in terms of failures among solvent banks."
"Abiad A., Mody A.",2005,American Economic Review,"What accounts for the worldwide advance of financial reforms in the last quarter century? Using a new index of financial liberalization, we find that influential events shook the policy status quo. Balance-of-payments crises spurred reforms, but banking crises set liberalization back. Falling global interest rates strengthened reformers, while new governments went both ways. The overall trend toward liberalization, however, reflected pressures and incentives generated by initial reforms that raised the likelihood of additional reforms, stimulated further by the need to catch up with regional reform leaders. In contrast, ideology and country structure had limited influence."
"Bakshi G.S., Chen Z.",1996,American Economic Review,"In existing theory, wealth is no more valuable than its implied consumption rewards. In reality investors acquire wealth not just for its implied consumption, but for the resulting social status. Max M. Weber refers to this desire for wealth as the spirit of capitalism. We examine, both analytically and empirically, implications of Weber's hypothesis for consumption, savings, and stock prices. When investors care about relative social status, propensity to consume and risk-taking behavior will depend on social standards, and stock prices will be volatile. The spirit of capitalism seems to be a driving force behind stock-market volatility and economic growth."
"Cutler D.M., Katz L.F.",1992,American Economic Review,"The 1980s were a period of substantial increase in family income inequality in the US. We analyze changes in the distribution of consumption in the 1980s. We conclude that changes in the distribution of consumption correspond closely to changes in the distribution of income over this period. Changes in the family income distribution thus appear to reflect primarily changes in permanent income, not transitory income. A ""hidden prosperity of the poor' is not apparent in data on the consumption of disadvantaged individuals. -from Authors"
"Clark D., Royer H.",2013,American Economic Review,"There is a strong, positive, and well-documented correlation between education and health outcomes. In this paper, we attempt to understand to what extent this relationship is causal. Our approach exploits two changes to British compulsory schooling laws that generated sharp across-cohort differences in educational attainment. Using regression discontinuity methods, we find the reforms did not affect health although the reforms impacted educational attainment and wages. Our results suggest caution as to the likely health returns to educational interventions focused on increasing educational attainment among those at risk of dropping out of high school, a target of recent health policy efforts."
"Pope D.G., Schweitzer M.E.",2011,American Economic Review,"Although experimental studies have documented systematic decision errors, many leading scholars believe that experience, competition, and large stakes will reliably extinguish biases. We test for the presence of a fundamental bias, loss aversion, in a high-stakes context: professional golfers' performance on the PGA Tour. Golf provides a natural setting to test for loss aversion because golfers are rewarded for the total number of strokes they take during a tournament, yet each individual hole has a salient reference point, par. We analyze over 2.5 million putts using precise laser measurements and find evidence that even the best golfers\including Tiger Woods\show evidence of loss aversion. © 2011 AEA."
Handel B.R.,2013,American Economic Review,"This paper investigates consumer inertia in health insurance markets, where adverse selection is a potential concern. We leverage a major change to insurance provision that occurred at a large firm to identify substantial inertia, and develop and estimate a choice model that also quantifies risk preferences and ex ante health risk. We use these estimates to study the impact of policies that nudge consumers toward better decisions by reducing inertia. When aggregated, these improved individual-level choices substantially exacerbate adverse selection in our setting, leading to an overall reduction in welfare that doubles the existing welfare loss from adverse selection."
"Parry I.W.H., Small K.A.",2009,American Economic Review,"This paper derives empirically tractable formulas for the welfare effects of fare adjustments in passenger peak and off-peak rail and bus transit, and for optimal pricing of those services. The formulas account for congestion, pollution, accident externalities, scale economies, and agency adjustment of transit service offerings. We apply them using parameter values for Washington (DC), Los Angeles, and London. The results support the efficiency of the large current fare subsidies; even starting with fares at 50 percent of operating costs, incremental fare reductions are welfare improving in almost all cases. These findings are robust to alternative assumptions and parameters. (JEL L92, R41, R42, R48)."
"Bushnell J.B., Mansur E.T., Saravia C.",2008,American Economic Review,"This paper examines vertical arrangements in electricity markets. Vertically integrated wholesalers, or those with long-term contracts, have less incentive to raise wholesale prices when retail prices are determined beforehand. For three restructured markets, we simulate prices that define bounds on static oligopoly equilibria. Our findings suggest that vertical arrangements dramatically affect estimated market outcomes. Had regulators impeded vertical arrangements (as in California), our simulations imply vastly higher prices than observed and production inefficiencies costing over 45 percent of those production costs with vertical arrangements. We conclude that horizontal market structure accurately predicts market performance only when accounting for vertical structure."
Gourio F.,2012,American Economic Review,"Motivated by the evidence that risk premia are large and countercyclical, this paper studies a tractable real business cycle model with a small risk of economic disaster, such as the Great Depression. An increase in disaster risk leads to a decline of employment, output, investment, stock prices, and interest rates, and an increase in the expected return on risky assets. The model matches well data on quantities, asset prices, and particularly the relations between quantities and prices, suggesting that variation in aggregate risk plays a significant role in some business cycles."
"Aguiar M., Hurst E.",2007,American Economic Review,"We use scanner data and time diaries to document how households substitute time for money through shopping and home production. We document substantial hetero-geneity in prices paid for identical goods for the same area and time, with older households shopping the most and paying the lowest prices. Doubling shopping frequency lowers a good's price by 7 to 10 percent. We estimate the shopper's price of time and use this series to estimate an elasticity of substitution between time and goods in home production of roughly 1.8. The observed life-cycle time allocation implies a consumption series that differs markedly from expenditures."
Soares R.R.,2005,American Economic Review,"This paper develops a model where reductions in mortality are the main force behind economic development. The model generates a pattern of changes similar to the demographic transition, where gains in life expectancy at birth are followed by reductions infertility and increases in the rate of human capital accumulation. The onset of the transition is characterized by a critical level of life expectancy at birth, which marks the movement of the economy from a Malthusian equilibrium to an equilibrium with investments in human capital and the possibility of long-run growth."
"Angrist J., Lavy V.",2009,American Economic Review,"The Israeli matriculation certificate is a prerequisite for most postsecondary schooling. In a randomized trial, we attempted to increase certification rates among low-achievers with cash incentives. The experiment used a school-based randomization design offering awards to all who passed their exams in treated schools. This led to a substantial increase in certification rates for girls but had no effect on boys. Affected girls had a relatively high ex ante chance of certification. The increase in girls' matriculation rates translated into an increased likelihood of college attendance. Female matriculation rates increased partly because treated girls devoted extra time to exam preparation. (JEL I21, I28, J16)."
Nechyba T.J.,2000,American Economic Review,"This paper uses general-equilibrium simulations to explore the role of residential mobility in shaping the impact of different private-school voucher policies. The simulations are derived from a three-district model of low-, middle-, and high-income school districts (calibrated to New York data) with housing stocks that vary within and across districts. In this model, it is demonstrated that school-district targeted vouchers are similar in their impact to nontargeted vouchers but vastly different from vouchers targeted to low-income households. Furthermore, strong migration effects are shown to significantly improve the likely equity consequences of voucher programs."
Dynan K.E.,2000,American Economic Review,"This paper tests for the presence of habit formation using household data. A simple model of habit formation implies a condition relating the strength of habits to the evolution of consumption over time. When the condition is estimated with food consumption data from the Panel Study on Income Dynamics (PSID), the results yield no evidence of habit formation at the annual frequency. This finding is robust to a number of changes in the specification. It also holds for several proxies for nondurables and services consumption created by combining PSID variables with weights estimated from Consumer Expenditure Survey data."
"King R.G., Rebelo S.T.",1993,American Economic Review,"Neoclassical transnational dynamics are a central element of standard macroeconomic theory. Quantitative experiments with the fixed-savings-rate models of the 1960s showed lengthy transitions, thus potentially rationalizing sustained differences in growth rates across countries. We investigate quantitative transitional dynamics in various neoclassical models with intertemporally optimizing households. Lengthy transitions occur only with very low intertemporal substitution. Generally, when one tries to explain sustained economic growth with transitional dynamics, there are extremely counterfactual implications. These result from the fact that implied marginal products are extraordinarily high in the early stages of development. -Authors"
"Jessoe K., Rapson D.",2014,American Economic Review,"Imperfect information about product attributes inhibits efficiency in many choice settings, but can be overcome by providing simple, low-cost information. We use a randomized control trial to test the effect of high-frequency information about residential electricity usage on the price elasticity of demand. Informed households are three standard deviations more responsive to temporary price increases, an effect that is not attributable to price salience. Conservation extends beyond pricing events in the short and medium run, providing evidence of habit formation and implying that the intervention leads to greenhouse gas abatement. Survey evidence suggests that information facilitates learning."
"Dupas P., Robinson J.",2013,American Economic Review,"Using data from a field experiment in Kenya, we document that providing individuals with simple informal savings technologies can substantially increase investment in preventative health and reduce vulnerability to health shocks. Simply providing a safe place to keep money was sufficient to increase health savings by 66 percent. Adding an earmarking feature was only helpful when funds were put toward emergencies, or for individuals that are frequently taxed by friends and relatives. Group-based savings and credit schemes had very large effects."
"Post T., Van Den Assem M.J., Baltussen G., Thaler R.H.",2008,American Economic Review,"We examine the risky choices of contestants in the popular TV game show ""Deal or No Deal"" and related classroom experiments. Contrary to the traditional view of expected utility theory, the choices can be explained in large part by previous outcomes experienced during the game. Risk aversion decreases after earlier expectations have been shattered by unfavorable outcomes or surpassed by favorable outcomes. Our results point to reference-dependent choice theories such as prospect theory, and suggest that path-dependence is relevant, even when the choice problems are simple and well defined, and when large real monetary amounts are at stake."
Borenstein S.,1990,American Economic Review,"Although the laissez-faire antitrust policies of the 1980s affected market structure in many US industries, the effects have probably been most visible in the airline industry. In the last few years, there has been increasing focus on the market power that an airline may obtain when it offers most of the service from an airport. This paper analyzes the effects of two controversial airline mergers that resulted in airport dominance and may have created substantial market power. Both acquisitions occurred in the fall of 1986 - Northwest's merger with Republic Airlines and Trans World Airlines' purchase of Ozark Airlines. In each case, the merger left the surviving carrier with more than three-quarters of the traffic at the major hub airport where the merging airlines had competed. -from Author"
Duranton G.,2007,American Economic Review,"With the use of French and US data, new and systematic evidence is provided about the rapid location changes of industries across cities (the fast). Cities are also slowly moving up and down the urban hierarchy (the slow), while the size distribution of cities is skewed to the right and very stable (the still). The model proposed here reproduces these three features. Small, innovation-driven shocks lead to the churning of industries across cities. Then, cities slowly grow or decline following net gains or losses of industries. These changes occur within a stable distribution. The quantitative implications of the model are also explored."
"Burnside C., Eichenbaum M.",1996,American Economic Review,"This paper analyzes the role of variable capital-utilization rates in propagating shocks over the business cycle. The model on which our analysis is based treats variable capital-utilization rates as a form of factor-hoarding. We argue that variable capital-utilization rates are a quantitatively important source of propagation to business-cycle shocks. With this additional source of propagation, the volatility of exogenous technology shocks needed to explain the observed variability in aggregate U.S. output is significantly reduced relative to standard real-business-cycle models."
"Brunnermeier M.K., Nagel S.",2008,American Economic Review,"We use data from the Panel Study of Income Dynamics to investigate how households' portfolio allocations change in response to wealth fluctuations. Persistent habits, consumption commitments, and subsistence levels can generate time-varying risk aversion with the consequence that when the level of liquid wealth changes, the proportion a household invests in risky assets should also change in the same direction. In contrast, our analysis shows that the share of liquid assets that households invest in risky assets is not affected by wealth changes. Instead, one of the major drivers of household portfolio allocation seems to be inertia: households rebalance only very slowly following inflows and outflows or capital gains and losses."
Knight B.,2002,American Economic Review,"Contrary to simple theoretical predictions, existing evidence suggests that federal grants do not crowd out state government spending. A legislative bargaining model with endogenous grants documents a positive correlation between grant receipts and preferences for public goods; this correlation has likely biased existing work against measuring crowd-out. To correct for such endogeneity, the model motivates instruments based on the political power of state congressional delegations. Exploiting this exogenous variation in grants, the instrumental variables estimator reports crowd-out that is statistically and economically significant. This endogeneity may explain the flypaper effect, a nonequivalence between grant receipts and private income."
"Coibion O., Gorodnichenko Y.",2015,American Economic Review,"We propose a new approach to test the full-information rational expectations hypothesis which can identify whether rejections of the null arise from information rigidities. This approach quantifies the economic significance of departures from the null and the underlying degree of information rigidity. Applying this approach to US and international data of professional forecasters and other agents yields pervasive evidence consistent with the presence of information rigidities. These results therefore provide a set of stylized facts which can be used to calibrate imperfect information models. Finally, we document evidence of state-dependence in the expectations formation process."
"Esteban J., Mayoral L., Ray D.",2012,American Economic Review,"We examine empirically the impact of ethnic divisions on conflict, by using a specification based on Esteban and Ray (2011). That theory links conflict intensity to three indices of ethnic distribution: polarization, fractionalization, and the Gini-Greenberg index. The empirical analysis verifies that these distributional measures are significant correlates of conflict. These effects persist as we introduce countryspecific measures of group cohesion and of the importance of public goods, and combine them with the distributional measures exactly as described by the theory."
"Nagin D.S., Rebitzer J.B., Sanders S., Taylor L.J.",2002,American Economic Review,"Economic models of incentives in employment relationships are based on a specific theory of motivation: employees are ""rational cheaters,"" who anticipate the consequences of their actions and shirk when the marginal benefits exceed costs. We investigate the ""rational cheater model"" by observing how experimentally induced variation in monitoring of telephone call center employees influences opportunism. A significant fraction of employees behave as the ""rational cheater model"" predicts. A substantial proportion of employees, however, do not respond to manipulations in the monitoring rate. This heterogeneity is related to variation in employee assessments of their general treatment by the employer. (JEL D2, J2, L2, L8, M12)."
Maggi G.,1999,American Economic Review,"The World Trade Organization (WTO) lacks the power to directly enforce agreements. It is therefore important to understand what role the WTO can play to facilitate international cooperation, and whether a multilateral institution can offer distinct advantages over a web of bilateral agreements. This paper examines two potential benefits of a multilateral trade institution: first, verifying violations of the agreements and informing third parties, thus facilitating multilateral reputation mechanisms; second, promoting multilateral trade negotiations rather than a web of bilateral negotiations. The model suggests that a multilateral approach is particularly important when there are strong imbalances in bilateral trading relationships."
Michalopoulos S.,2012,American Economic Review,"This study explores the determinants of ethnolinguistic diversity within as well as across countries, shedding light on its geographic origins. The empirical analysis conducted across countries, virtual countries, and pairs of contiguous regions establishes that geographic variability, captured by variation in regional land quality and elevation, is a fundamental determinant of contemporary linguistic diversity. The findings are consistent with the proposed hypothesis that differences in land endowments gave rise to location-specific human capital, leading to the formation of localized ethnicities."
Terviö M.,2008,American Economic Review,"This paper presents an assignment model of CEOs and firms. The distributions of CEO pay levels and firms' market values are analyzed as the competitive equilibrium of a matching market where talents, as well as CEO positions, are scarce. It is shown how the observed joint distribution of CEO pay and market value can then be used to infer the economic value of underlying ability differences. The variation in CEO pay is found to be mostly due to variation infirm characteristics, whereas implied differences in managerial ability are small and make relatively little difference to shareholder value."
Crawford V.P.,2003,American Economic Review,"Starting from an example of the Allies' decision to feint at Calais and attack Normandy on D-Day, this paper models misrepresentation of intentions to competitors or enemies. Allowing for the possibility of bounded strategic rationality and rational players' responses to it yields a sensible account of lying via costless, noiseless messages. In some leading cases, the model has generically unique pure-strategy sequential equilibria, in which rational players exploit boundedly rational players, but are not themselves fooled. In others, the model has generically essentially unique mixed-strategy sequential equilibria, in which rational players ' strategies protect all players from exploitation."
"Davis D.R., Weinstein D.E.",2001,American Economic Review,"A half century of empirical work attempting to predict the factor content of trade in goods has failed to bring theory and data into congruence. Our study shows how the Heckscher-Ohlin-Vanek theory, when modified to permit technical differences, a breakdown in factor price equalization, the existence of nontraded goods, and costs of trade, is consistent with data from ten OECD countries and a rest-of-world aggregate. (JEL F1, F11, D5)."
Coate S.,1995,American Economic Review,"This paper shows that altruism provides an efficiency rationale for public provision of insurance to the poor. The framework is one in which there are rich altruists and risk-averse poor who face some possibility of loss. The government represents the rich and makes transfers on their behalf With unconditional transfers the poor may forgo insurance and rely on private charity to bail them out in the event of loss. This reliance on private charity has adverse efficiency effects. These may be avoided if the government makes in-kind transfers of insurance. (JEL H42, G22, 118)."
Morduch J.,1994,American Economic Review,"A definition of stochastic poverty is set out in an attempt to formalise the difference between it and risk per se. Three additional factors contribute to poverty in poor countries: weather and price variability which are responsible for a large part of income fluctuations; financial institutions are poorly developed; and social insurance institutions are often weak. The problem of transitory poverty in rural India, much of which is due to stochastic poverty, is then addressed largely by increasing the extent and effectiveness of insurance mechanisms. -from Author"
"Broda C., Limão N., Weinstein D.E.",2008,American Economic Review,"We find that prior to World Trade Organization membership, countries set import tariffs 9 percentage points higher on inelastically supplied imports relative to those supplied elastically. The magnitude of this effect is similar to the size of average tariffs in these countries, and market power explains more of the tariff variation than a commonly used political economy variable. Moreover, US trade restrictions not covered by the WTO are significantly higher on goods where the United States has more market power. We find strong evidence that these importers have market power and use it in setting noncooperative trade policy."
"Manzini P., Mariotti M.",2007,American Economic Review,A sequentially rationalizable choice function is a choice function that can be retrieved by applying sequentially to each choice problem the same fixed set of asymmetric binary relations (rationales) to remove inferior alternatives. These concepts translate into economic language some human choice heuristics studied in psychology and explain cyclical patterns of choice observed in experiments. We study some properties of sequential rationalizability and provide a full characterization of choice functions rationalizable by two and three rationales.
Antràs P.,2005,American Economic Review,"I present a model in which the incomplete nature of contracts governing international transactions limits the extent to which the production process can be fragmented across borders. Because of contractual frictions, goods are initially manufactured in the same country where product development takes place. Only when the good becomes sufficiently standardized is the manufacturing stage of production shifted to a low-wage foreign location. Solving for the optimal organizational structure, I develop a new version of the product cycle hypothesis in which manufacturing is shifted abroad first within firm boundaries, and only at a later stage to independent foreign firms."
MacLeod W.B.,2003,American Economic Review,"This paper extends the standard principal-agent model to allow for subjective evaluation. The optimal contract results in more compressed pay relative to the case with verifiable performance measures. Moreover, discrimination against an individual implies lower pay and performance, suggesting that the extent of discrimination as measured after controlling for performance may underestimate the level of true discrimination. Finally, the optimal contract entails the use of bonus pay rather than the threat of dismissal, hence neither ""efficiency wages"" nor the right to dismiss an employee are necessary ingredients for an optimal incentive contract."
"Dinopoulos E., Segerstrom P.",1999,American Economic Review,"This paper presents a dynamic general equilibrium model of R&D-based trade between two structurally identical countries in which both innovation and skill acquisition rates are endogenously determined. Trade liberalization increases R&D investment and the rate of technological change. It also reduces the relative wage of unskilled workers and results in skill upgrading within each industry when R&D is the skilled-labor intensive activity relative to manufacturing of final products. Time-series evidence from the United States and simulation analysis support the empirical relevance of the model, which offers a North-North trade explanation for increasing wage inequality."
"Calomiris C.W., Mason J.R.",2003,American Economic Review,"We assemble bank-level and other data for Fed member banks to model determinants of bank failure. Fundamentals explain bank failure risk well. The first two Friedman-Schwartz crises are not associated with positive unexplained residual failure risk, or increased importance of bank illiquidity for forecasting failure. The third Friedman-Schwartz crisis is more ambiguous, but increased residual failure risk is small in the aggregate. The final crisis (early 1933) saw a large unexplained increase in bank failure risk. Local contagion and illiquidity may have played a role in pre-1933 bank failures, even though those effects were not large in their aggregate impact."
Ashraf N.,2009,American Economic Review,"I elicit causal effects of spousal observability and communication on financial choices of married individuals in the Philippines. When choices are private, men put money into their personal accounts. When choices are observable, men commit money to consumption for their own benefit. When required to communicate, men put money into their wives' account. These strong treatment effects on men, but not women, appear related more to control than to gender: men whose wives control household savings respond more strongly to the treatment and women whose husbands control savings exhibit the same response. Changes in information and communication interact with underlying control to produce mutable gender-specific outcomes. (JEL D13, D14, J12, J16, O15)."
"Koszegi B., Rabin M.",2009,American Economic Review,"We develop a rational dynamic model in which people are loss averse over changes in beliefs about present and future consumption. Because changes in wealth are news about future consumption, preferences over money are reference-dependent. If news resonates more when about imminent consumption than when about future consumption, a decision maker might (to generate pleasant surprises) overconsume early relative to the optimal committed plan, increase immediate consumption following surprise wealth increases, and delay decreasing consumption following surprise losses. Since higher wealth mitigates the effect of bad news, people exhibit an unambiguous first-order precautionary-savings motive. (JEL D14, D81, D83, D91)."
Dafny L.S.,2005,American Economic Review,"This paper examines hospital responses to changes in diagnosis-specific prices by exploiting a 1988 policy reform that generated large price changes for 43 percent of Medicare admissions. I find hospitals responded primarily by ""upcoding"" patients to diagnosis codes with the largest price increases. This response was particularly strong among for-profit hospitals. I find little evidence hospitals increased the volume of admissions differentially for diagnoses subject to the largest price increases, despite the financial incentive to do so. Neither did they increase intensity or quality of care in these diagnoses, suggesting hospitals do not compete for patients at the diagnosis level."
"Busse M.R., Knittel C.R., Zettelmeyer F.",2013,American Economic Review,"We investigate whether car buyers are myopic about future fuel costs. We estimate the effect of gasoline prices on short-run equilibrium prices of cars of different fuel economies. We then compare the implied changes in willingness-to-pay to the associated changes in expected future gasoline costs for cars of different fuel economies in order to calculate implicit discount rates. Using different assumptions about annual mileage, survival rates, and demand elasticities, we calculate a range of implicit discount rates similar to the range of interest rates paid by car buyers who borrow. We interpret this as showing little evidence of consumer myopia. Copyright © 2013 by the American Economic Association."
"Gopinath G., Itskhoki O., Rigobon R.",2010,American Economic Review,"We show, using novel data on currency and prices for US imports, that even conditional on a price change, there is a large difference in the exchange rate pass-through of the average good priced in dollars (25 percent) versus nondollars (95 percent). We document this to be the case across countries and within disaggregated sectors. This finding contradicts the assumption in an important class of models that the currency of pricing is exogenous. We present a model of endogenous currency choice in a dynamic price setting environment and show that the predictions of the model are strongly supported by the data."
"Mayer C., Sinai T.",2003,American Economic Review,"We examine two factors that explain air traffic congestion: network benefits due to hubbing and congestion externalities. While both factors impact congestion, we find that the hubbing effect dominates empirically. Hub carriers incur most of the additional travel time from hubbing, primarily because they cluster their flights in short time spans to provide passengers as many potential connections as possible with a minimum of waiting time. Non-hub flights at the same hub airports operate with minimal additional travel time. These results suggest that an optimal congestion tax might have a relatively small impact on flight patterns at hub airports."
"Parente S.L., Prescott E.C.",1999,American Economic Review,"Our thesis is that poor countries are poor because they employ arrangements for which the equilibrium outcomes are characterized by inferior technologies being used, and being used inefficiently. In this paper, we analyze the consequences of one such arrangement. In each industry, the arrangement enables a coalition of factor suppliers to be the monopoly seller of its input services to all firms using a particular production process. We find that eliminating this monopoly arrangement could well increase output by roughly a factor of 3 without any increase in inputs. (JEL D58, O11, O41)."
"Halpern L., Koren M., Szeidl A.",2015,American Economic Review,"We estimate a model of importers in Hungarian microdata and conduct counterfactual analysis to investigate the effect of imported inputs on productivity. We find that importing all input varieties would increase a firm's revenue productivity by 22 percent, about one-half of which is due to imperfect substitution between foreign and domestic inputs. Foreign firms use imports more effectively and pay lower fixed import costs. We attribute one-quarter of Hungarian productivity growth during the 1993-2002 period to imported inputs. Simulations show that the productivity gain from a tariff cut is larger when the economy has many importers and many foreign firms."
"Kosfeld M., Okada A., Riedl A.",2009,American Economic Review,"Sanctioning institutions are of utmost importance for overcoming free-riding tendencies and enforcing outcomes that maximize group welfare in social dilemma situations. We investigate, theoretically and experimentally, the endogenous formation of institutions in public goods provision. Our theoretical analysis shows that players may form sanctioning institutions in equilibrium, including those governing only a subset of players. The experiment confirms that institutions are formed and that it positively affects cooperation and group welfare. However, the data also shows that success is not guaranteed. Players are unwilling to implement equilibrium institutions in which some players have the opportunity to free ride. Our results emphasize the role of fairness in the institution formation process. (JEL C72, D02, H41)."
"Cooper R., Haltiwanger J., Power L.",1999,American Economic Review,"This paper explores investment fluctuations due to discrete changes in a plant's capital stock. The resulting aggregate investment dynamics are surprisingly rich, reflecting the interaction between a replacement cycle, the cross-sectional distribution of the age of the capital stock, and an aggregate shock. Using plant-level data, lumpy investment is procyclical and more likely for older capital. Further, the predicted path of aggregate investment that neglects vintage effects tracks actual aggregate investment reasonably well. However, ignoring fluctuations in the cross-sectional distribution of investment vintages can yield predictable nontrivial errors in forecasting changes in aggregate investment."
"Bacchetta P., Van Wincoop E.",2006,American Economic Review,"Empirical evidence shows that most exchange rate volatility at short to medium horizons is related to order flow and not to macroeconomic variables. We introduce symmetric information dispersion about future macroeconomic fundamentals in a dynamic rational expectations model in order to explain these stylized facts. Consistent with the evidence, the model implies that (a) observed fundamentals account for little of exchange rate volatility in the short to medium run, (b) over long horizons, the exchange rate is closely related to observed fundamentals, (c) exchange rate changes are a weak predictor of future fundamentals, and (d) the exchange rate is closely related to order flow."
"Mayer T., Melitz M.J., Ottaviano G.I.P.",2014,American Economic Review,"We build a theoretical model of multi-product firms that highlights how competition across market destinations affects both a firm's exported product range and product mix. We show how tougher competition in an export market induces a firm to skew its export sales toward its best performing products. We find very strong confirmation of this competitive effect for French exporters across export market destinations. Theoretically, this within-firm change in product mix driven by the trading environment has important repercussions on firm productivity. A calibrated fit to our theoretical model reveals that these productivity effects are potentially quite large. Copyright © 2014 by the American Economic Association."
"Swanson E.T., Williams J.C.",2014,American Economic Review,"According to standard macroeconomic models, the zero lower bound greatly reduces the effectiveness of monetary policy and increases the efficacy of fiscal policy. However, private-sector decisions depend on the entire path of expected future short-term interest rates, not just the current short-term rate. Put differently, longer-term yields matter. We show how to measure the zero bound's effects on yields of any maturity. Indeed, 1- and 2-year Treasury yields were surprisingly unconstrained throughout 2008 to 2010, suggesting that monetary and fiscal policy were about as effective as usual during this period. Only beginning in late 2011 did these yields become more constrained. © 2014, American Economic Association. All rights reserved."
