Authors,Year,Source title,Abstract
"Pescosolido B.A., Rubin B.A.",2000,American Sociological Review,"We address current debates about the future of society and the future of sociology. From Simmel's distinction between social forms in premodern and modern society, we resurrect his original geometric analogy and recast it in current network terms. In this light, we consider various substantive and methodological claims of postmodernists and suggest that their contribution lies in capturing the spirit of rapid social change and the ambiguity that characterizes the present era. The basic problem with the postmodern critique, we argue, lies in its embrace of these characteristics as the new social form-mistaking transition for type. In response, we sketch out a third social form, a 'spoke' structure, with accompanying 'tensions' and 'freedoms' that Simmel recognized as inevitable. Finally, we examine how approaches to two social problems-serious mental illnesses and homelessness-reflect and shape the contours of an era's network formation. In particular, we discuss how the emergent spoke structure presents challenges to current methodological approaches."
Chaves M.,1999,American Sociological Review,"The ""Charitable Choice"" provision of the 1996 welfare reform legislation requires states that contract with nonprofit organizations for delivery of social services to include religions organizations as eligible contractées. This legislation altered the conditions under which religions organizations can provide publicly funded social services. I use data from the National Congregations Study, a 1998 survey of a nationally representative sample of 1,236 religious congregations, to address two questions: To what extent will congregations seek government support for social service activity? Which subsets of congregations are most likely to take advantage of these new opportunities? Univariate statistics show that more than one-third of congregations are potentially open to pursuing government funds to support social service activities. Multivariate analyses show that liberal and moderate congregations are much more likely than conservative congregations to pursue charitable-choice opportunities, and predominantly African American congregations are particularly likely to move in this direction. These results are consistent with sociological theory and research, but they are surprising in the context of the national politics of charitable choice."
Zhao D.,1998,American Journal of Sociology,"Based on 70 interviews with informants who were mostly students during the 1989 Beijing student movement, the author found that the ecology of university campuses in Beijing enclosed a huge number of students in a small area with a unique spatial distribution and regulated their spatial activities. This ecology nurtured many close-knit student networks, as well as directly exposed all Beijing students to a collective action environment when the movement started. These ecological conditions not only sustained a high rate of movement participation but also facilitated the formation of many ecology-dependent strategies of student mobilization, which in turn patterned the dynamics of the movement."
Ranger-Moore J.,1997,American Sociological Review,"I explore the effecls of organizational size and age on failure rates among New York life insurance companies between 1813 and 1985. Theorists tend to agree that organizational growth and aging processes increase organizational inertia, but they disagree on the effect of that inertia on failure rates. I find that organizational size affects failure rates nonmonotonically, but over the actual range of sizes, large size almost always lowers failure rates. I also find a strong liability of aging; this runs counter to ecological theories of liabilities of newness and adolescence. An empirical test of the relative effects of age during periods of environmental turbulence and calm indicates that organizational inertia is especially problematic during turbulent times. This suggests that the liability of aging occurs more through obsolescence than senescence, at least in the population of insurance companies I investigate."
Fox C.,2004,American Journal of Sociology,"This article uses the National Election Study to consider how stereotypes about Latinos influence white support for welfare. It shows that whites' stereotypes about Latino work ethic grow more positive as the size of the Latino population increases, suggesting positive effects of contact. Moreover, the effect of whites' stereotypes about Latino - but not black - work ethic on support for welfare is contingent on ethnic context. In areas with few Latinos, the lazier whites think Latinos are, the less whites want to spend on welfare. However, in areas that are disproportionately Latino the more hard-working whites think Latinos are (controlling for whites' stereotypes about blacks), the less whites want to spend on welfare as well. This last result, this article argues, is the product of a social comparison between black and Latino work ethic. © 2004 by The University of Chicago. All rights reserved."
Sørensen A.B.,2000,American Journal of Sociology,"Satisfactory class concepts need to identify the mechanisms that produce the consequences of class membership, be they class conflicts or differences in lifestyles. Using a broad conception of property rights, the article proposes to base class concepts on personal wealth, that is, the assets a person controls. Two main class concepts are proposed: class as life conditions, based on a person's total wealth, and class as exploitation, based on a person's control over assets that produce economic rents. The former concept corresponds to empirical and Weberian class concepts, the latter to Marxist and neo-Marxist class concepts. The article shows that the class concept based on rent-producing assets accounts for recent developments in capitalism."
"DiPrete T.A., McManus P.A.",2000,American Sociological Review,"Since the demise of modernization theory, social scientists have sought explanations for persisting differences in the stratification of industrialized societies, primarily by studying how educational and labor market institutions shape the life chances of individuals. This approach undervalues two key features of any stratification system: family dynamics and the welfare state. Employment changes, changes in household composition, and changes in the employment situation of a spouse or partner can all trigger large shifts in income and material well-being. The impact of these events is mediated by public tax and transfer mechanisms and by private actions taken by household members. This comparative analysis of household income dynamics in the United States and Germany shows that variations in welfare state policy produce distinct societal patterns of income mobility, and furthermore, shows that the relative importance of labor market events, family change, and welfare state policies for income dynamics depends on gender. The strong interrelationship between individual incentives and the structure of opportunity produces an asymmetry in the long-term impact of events. The negative effects of events that reduce income generally decay over time, while the effects of positive events generally persist."
"Tolnay S.E., Deane G., Beck E.M.",1996,American Journal of Sociology,"This article considers what effect lynchings in one location had on lynchings elsewhere. The ""contagion"" model predicts that lynchings in one area increased the probability of lynchings in nearby areas, while the ""deterrence"" model expects the probability of lynchings in a given locale to decline when lynchings occurred elsewhere. County-level data for 10 southern states yield strong evidence of a negative spatial effect for three time periods (1895-99, 1905-9, and 1915-19) consistent with the deterrence model. Two interpretations for this spatial effect are: (1) whites were satisfied that local blacks were sufficiently threatened by nearby lynchings; (2) blacks altered their behavior to minimize conflict with local whites."
"Cancio A.S., Evans T.D., Maume Jr. D.J.",1996,American Sociological Review,"Over a decade ago, Wilson (1980) argued that race was declining in significance as a determinant of economic rewards. In response to his critics, he asserted that young Blacks in the 1970s were closing the earnings gap with their White counterparts; he gave no indication that he thought the trend toward racial parity in earnings would reverse. We tested Wilson's assertion by comparing the net effect of race on hourly wages for two cohorts of young workers. We also decomposed the racial gap in hourly wages into a discrimination component and a nondiscrimination component. Our samples were taken from the Panel Study of Income Dynamics in 1976 and 1985. Contrary to Wilson's proposition, we show that: (1) The effect of race, net of controls, increased during this time, and (2) the proportion of the racial gap in hourly wages due to discrimination (i.e., not explained by racial differences in measured qualifications) increased between 1976 and 1985. We contend that the government's retreat from anti-discrimination initiatives in the 1980s resulted in organizational discrimination against Blacks and contributed to a reversal in the postwar trend toward racial parity in earnings."
Jacobs J.A.,1989,American Journal of Sociology,"This paper reexamines long-term trends in occupational segregation by sex, using the double-coded 1900 and 1910 Public Use Samples. The analysis addresses the ambiguity in the measurement of long-term trends that arises from using inconsistent or highly aggregated occupational classifications. The revised measures indicate that occupational segregation by sex remained quite constant from 1900 through 1970, although segregation in nonfarm occupations declined slowly. Occupational sex segregation declined between 1970 and 1980 and continued to decline through 1986. An accurate assessment of historical trends is a necessary starting point for theoretical explanations of occupational sex segregation. -Author"
"Evans P.B., Timberlake M.",1980,American Sociological Review,"High levels of economic inequality found in less developed countries have been attributed to the penetration of their economies by investments of multinational enterprises based in more developed nations of the West. This attribution has been widely supported by both historical and quantitative research. There are several interpretations concerning why this might be so, but the one offered here is that foreign investments cause high levels of inequality by distorting the evolution of the labor-force structure. It is suggested that Third World economies penetrated by foreign capital will have unusually rapidly growing proportions of the labor force employed in the tertiary, and it is growth of this proportion which mediates some of the effects of dependence on inequality. Our quantitative analysis of cross-national data (a) corroborates previous research linking dependence to inequality, (b) indicates that dependence is associated with growth of the tertiary, and (c) suggests this is one important link between dependence and inequality."
"Weber K., Rao H., Thomas L.G.",2009,American Sociological Review,"How do social movements affect decisions within corporations, such as the commercialization of new technologies? We suggest that the effect of movement activism is conditioned by the internal polity and therefore varies across organizations. This article examines how the anti-genetic movement in Germany during the 1980s affected six domestic pharmaceutical firms' commercialization of biotechnology. We develop a process model of how movements penetrate the relatively closed polity of private organizations. External contestation weakened the position of internal champions of biotechnology, precipitated divisions among organizational elites, and undermined collective commitment to the technology. The movement also increased perceptions of investment uncertainty, but the consequences of this uncertainty depended on organizational logics of decision making. As a result, investments in some firms were tilted away from domestic biotechnology projects. The model also explains this variation in organization-level outcomes of movement contestation."
"Baldassarri D., Diani M.",2007,American Journal of Sociology,"This article analyzes integrative dynamics within civil society by looking at civic networks-the web of collaborative ties between participatory associations acting on behalf of public and collective interests. Drawing upon evidence from Glasgow and Bristol, the authors identify a polycentric model of civic coordination based on horizontal solidarity, in which associations form dense clusters of strong identity ties (""social bonds"") bridged by fewer instrumental ties (""transactions""). Basic relational mechanisms, consistent across localities, provide the basis for both micro- and macrointegration: they generate networks tight enough to embed civic associations in a distinctive environment, but open enough to connect them to a broader range of civic organizations. While contributing primarily to the understanding of political networks, the authors' findings also have implications for current debates on associational social capital and the impact of political contexts on the structure of collective action. © 2007 by The University of Chicago. All rights reserved."
"Soule S.A., King B.G.",2006,American Journal of Sociology,"Studies of how social movements impact policy outcomes typically treat policy change as a dichotomous phenomenon; a governmental unit either adopts or does not adopt a particular policy in a particular time frame. This simplistic view of the policy process runs the risk of masking how movements and other factors matter at various stages of the policy process. Each stage is characterized by different rules and different consequences; thus, movements and other factors ought to matter differently at each stage. The authors examine three stages of policy development with regard to state ratification of the Equal Rights Amendment. Results show that movements mattered more to legislative decisions in the earlier stages of the policy process, but that their effects were eclipsed in later stages by public opinion. © 2006 by The University of Chicago. All rights reserved."
"Tomaskovic-Devey D., Thomas M., Johnson K.",2005,American Journal of Sociology,"The authors develop an explicitly sociological variant on human capital theory, emphasizing that most human capital acquisition is a social product, not an individual investment decision. The authors apply this model to racial earnings inequality, focusing on how exposure to discrimination influences both human capital acquisition and earnings inequalities as they develop across the career. The authors estimate models of career earnings trajectories, which show flatter trajectories for black and Hispanic men relative to white men, partial mediation by human capital acquired inside the labor market, and much larger race/ethnic career inequalities among the highly educated. © 2005 by The University of Chicago. All rights reserved."
Eckstein S.,2001,American Sociological Review,"Who in America volunteers what and why? And what impact does volunteering have? It is widely believed that the typical volunteer is middle-aged and middle-class and that volunteerism is rooted in American cultural individualism. Undocumented and unexplored are collectivistic roots of giving, which may have a different social base than individualistc-grounded volunteerism. Characteristics of collectivistic-rooted volunteerism, conditions under which it transpires, and group and community effects of such giving are explored here. The analysis is based on ethnographic research in a predominantly ""old immigrant"" working-class inner-ring suburb. Collectivistic-rooted volunteerism is shown to be community-embedded and to have group, community, and class stratifying effects."
"Rindfuss R.R., Bumpass L., St John C.",1980,American sociological review,"The interplay between education and fertility has a significant influence on the roles women occupy, when in their life cycle they occupy these roles, and the length of time spent in these roles. The overall inverse relationship between education and fertility is well known; but little is known about the theoretical and empirical basis of this relationship. This paper explores the theoretical linkages between education and fertility and examines the relationships between the 2 at 3 stages in the life cycle. It is found that the reciprocal relationship between education and age at 1st birth is dominated by the effect from education to age at 1st birth with only a trivial effect in the other direction. Once the process of childbearing has begun, education has essentially no direct effect on fertility; but it has a large indirect effect through age at 1st birth."
Ray V.,2019,American Sociological Review,"Organizational theory scholars typically see organizations as race-neutral bureaucratic structures, while race and ethnicity scholars have largely neglected the role of organizations in the social construction of race. The theory developed in this article bridges these subfields, arguing that organizations are racial structures—cognitive schemas connecting organizational rules to social and material resources. I begin with the proposition that race is constitutive of organizational foundations, hierarchies, and processes. Next, I develop four tenets: (1) racialized organizations enhance or diminish the agency of racial groups; (2) racialized organizations legitimate the unequal distribution of resources; (3) Whiteness is a credential; and (4) the decoupling of formal rules from organizational practice is often racialized. I argue that racialization theory must account for how both state policy and individual attitudes are filtered through—and changed by—organizations. Seeing race as constitutive of organizations helps us better understand the formation and everyday functioning of organizations. Incorporating organizations into a structural theory of racial inequality can help us better understand stability, change, and the institutionalization of racial inequality. I conclude with an overview of internal and external sources of organizational change and a discussion of how the theory of racialized organizations may set the agenda for future research. © American Sociological Association 2019."
Michelson E.,2007,American Journal of Sociology,"This article uses the case of Chinese lawyers, their professional troubles, and their coping strategies to build on and develop the concept of political embeddedness. Data from a first-of-its-kind 25-city survey suggest that political embeddedness, defined broadly as bureaucratic, instrumental, or affective ties to the state and its actors, helps Chinese lawyers survive their everyday difficulties, such as routine administrative interference, official rent seeking, and police harassment and intimidation. The article draws the ironic conclusion that legal practice in China reveals at least as much about the enduring salience of socialist institutions as it does about incipient capitalist and ©rule of law© institutions. Lawyers' dependence on state actors both inside and outside the judicial system preserves the value of political connections inside the very institutions that some sociologists have argued are responsible for obviating the need for such guanxi. © 2007 by The University of Chicago. AU rights reserved."
"Kunovich S., Paxton P.",2005,American Journal of Sociology,"The authors extend previous research on women's participation in politics by examining the role of female elites in political parties in selecting and supporting women as political candidates. They hypothesize that political parties, in their role as gatekeepers, mediate the relationship between country-level factors, such as women's participation in the labor force, and political outcomes for women. The article focuses on three outcomes for women: the percentage of female political party leaders, the percentage of female candidates in a country, and the percentage of women elected. New cross-national measures of women's inclusion in political parties are developed and analyzed in a cross-national, path-analytic model of women in politics to find that (1) women's position in party elites translates into gains for women as candidates only under proportional representation systems, (2) women's position in party elites increases the likelihood that female candidates will be elected only in nowproportional representation systems, and (3) parties may be overly sensitive to the perceived liability of women as candidates, when in fact, women have success as candidates across all regions of the world. © 2005 by The University of Chicago. All rights reserved."
"Amenta E., Caren N., Olasky S.J.",2005,American Sociological Review,"This article elaborates a political mediation theory of the impact of social movements on states and policy, positing that the influence of mobilization and specific strategies of collective action depends on specified political contexts and the type of influence sought. Examining the influence of the U.S. old-age pension movement, which involved millions of people, this article appraises the mediation model using state-level data from the 1930s and 1940s on Old Age Assistance - the main support for the aged at the time - and a Senate vote for generous senior citizens' pensions in 1939. Our models control for other potential influences, notably public opinion, which is often ignored in empirical studies and sometimes claimed to be responsible for causal influence mistakenly attributed to challengers. We employ pooled cross-sectional and time series analyses and fuzzy set qualitative comparative analysis (FSQCA), which is especially suited to appraising the combinational expectations of the political mediation model. Both sets of analyses show that the pension movement was directly influential on the outcomes and provide support for the political mediation arguments."
"Cohen P.N., Huffman M.L.",2003,American Sociological Review,"Although abundant evidence documents pay penalties for female-dominated jobs, there is also substantial variation in gender inequality across U.S. metropolitan areas. These lines of research are united by exploring whether occupational gender segregation at the labor market level exacerbates the wage penalty associated with female-dominated jobs, and investigating the association between gender composition and the size of within-job gender gaps. Results show that the penalty accruing to female-dominated jobs is weaker in more integrated labor markets, but only among men, and that labor market integration does not significantly influence the association between the gender composition of jobs and within-job inequality. Further, even women in completely segregated jobs benefit from a context of occupational integration. It is concluded that, although gender devaluation is widespread and systematic, variation in gender composition effects across local contexts is an important dimension of gender inequality."
"Sucoff C.A., Upchurch D.M.",1998,American Sociological Review,"We examine whether neighborhood racial composition or poverty is the more important predictor of premarital adolescent childbearing among US metropolitan-area blacks, and how family socioeconomic status moderates these neighborhood influences. We analyze data from a special release of the Panel Study of Income Dynamics that appends census tract information to the individual records of 940 metropolitan black women. Using cluster analysis, we create neighborhood types that reflect the racial and economic composition of neighborhoods where metropolitan blacks live. Compared with living in a racially mixed neighborhood, living in a highly segregated neighborhood is associated with a 50% increase in the rate of a premarital first birth, regardless of neighborhood socioeconomic status. Living in a white middle-class neighborhood is associated with lower rates of a premarital first birth for affluent black teens, but has no effect on their less affluent black peers. These findings support the hypothesis that neighborhood racial composition directly influences adolescent childbearing by sealing off participation in mainstream social and economic arenas."
"Mulford M., Orbell J., Shatto C., Stockard J.",1998,American Journal of Sociology,"The role of perceived physical attractiveness in everyday exchange is addressed using a laboratory paradigm that examines both play-versus-not-play and cooperate-versus-defect choices in an ecology of available prisoner's dilemma games. The analysis considers the actions of both subject and other in encounters where exchange relationships are possible and include perceptions of others' and own physical attractiveness. Results indicate that subjects are more likely to enter play and to cooperate with others they find attractive. Men who see themselves as more attractive more often cooperate than other men, while women who see themselves as more attractive less often cooperate than other women. In addition, subjects who rate themselves as highly attractive are more likely to cooperate with others they see as also highly attractive. Subjects expect others whom they see as attractive to cooperate more often. At the same time, the effect of perceived attractiveness on choice is independent of these expectations, supporting the hypothesis that attractiveness is a ""taste"" or ""benefit"" for actors in exchange relationships."
"Webster M., Hysom S.J.",1998,American Sociological Review,"Status characteristics constitute significant elements of small group and societal stratification systems, and understanding their creation has theoretical and practical importance. We generalize Ridgeway's pathbreaking theory of status construction in three stages. First, we show that a conceptual change, using goal objects instead of exchangeable resources, permits us to explain the creation of many more status characteristics. Second, we explicate an interaction mechanism, behavior interchange patterns, that can transform other characteristics into status characteristics, even creating status differences where no characteristic is salient. Third, we show how new characteristics themselves can be created and given status value from deviance and personality attribution processes. We briefly note some parallels with other theorists'work, suggest some independent tests, and consider theoretical and applied implications of this work. Murray Webster, is Professor of Sociology at the University of North Carolina, Charlotte. With John Skorvetz and Joseph Whitmeyer (and supported by the National Science Foundation), he is conducting research to extend a dynamic model of task group differentiation. With Joseph Whitmeyer he is developing a theory of secondorder expectations and behavior, and with Guillermina Jasso he is testing and extending a theory of comparison processes and fair earnings for women and men."
Guthrie D.,1997,American Journal of Sociology,"In China's economic transition, firms diversify assets through investments in the rapidly expanding service sector in response to organizational uncertainty. Using data from a random sample of firms in Shanghai, the author shows that there are two situations that cause this uncertainty: economic instability, where weak firms struggle to survive in the rapidly changing market system, and administrative instability, where large firms that were the most protected are now being forced to handle the responsibilities that were previously handled by the state. The result is that both types of firm seek stability by spreading out risk through investment in low-risk, fast-return markets, revealing much about the economic reforms."
Cramer J.C.,1980,American sociological review,"Seemingly contradictory results have been reported recently on the causal relationship between fertility and female employment. Data from a panel study of income dynamics are used to investigate 4 possible explanations of the contradictions: 1) Multicollinearity in nonrecursive models. 2) Discrepancies between attitudes of intention and behavior. 3) Misspecification of models. 4) Differences between static and dynamic models. All 4 explanations are pertinent to the controversy. It is found that the dominant effects are from fertility to employment in the short run and from employment to fertility in the long run. Multicollinearity often is a serious problem in nonrecursive models. Dynamic models are much more informative than static models. Plans generally seem to be consequences more than determinants of behavior. Results (sometimes) depend upon how variables are measured, upon what time intervals are used, and upon aggregate trends and cycles and historical circumstances. Other substantive findings and general methodological issures are discussed briefly."
"Marini M.M., Fan P.-L.",1997,American Sociological Review,"We propose a new approach to analyzing gender differences in wages. This approach identifies several alternative explanatory mechanisms to account for the sorting of women and men into different types of jobs that offer different levels of reward. Because labor market rewards derive from labor market positions, we study matching processes operating at the micro level that sort workers into existing slots in a given macro-level structure of jobs and associated wages. We focus on the explanation of gender differences in wages at career entry. Analyzing data from the National Longitudinal Survey of Youth collected between 1979 and 1991, we find that at career entry women earn 84 cents for every dollar men earn. Gender differences in worker characteristics account for only about 30 percent of this wage gap: Gender differences in occupational aspirations have the most important effect, accounting for 16 percent of the wage gap, and gender differences in job-related skills and credentials account for about 14 percent of the wage gap. Gender differences in adult family roles have little direct effect. Our analysis further suggests that the external influences of employing organizations and network processes on gender differences in occupational and industrial placement at career entry account for another 42 percent of the wage gap."
"Warren J.R., Hauser R.M.",1997,American Sociological Review,"While two-generation studies provide important insights into how social and economic advantages and disadvantages are passed from one generation to the next, much less attention has been paid to stratification over three or more generations. In a regression analysis of several thousand parents who graduated from Wisconsin high schools in 1957, we found that the schooling, occupational status, and income of grandparents have few significant effects on the educational attainment or occupational status of their grandchildren when parents' characteristics are controlled. Even when we consider both maternal and paternal grandparents and account for errors in variables, the data are not consistent with the hypothesis that grandparents' schooling, occupational statuses, or incomes directly affect grandchildren's educational or occupational attainments."
Ruggles S.,2007,American Sociological Review,"In the mid-nineteenth century, almost 70 percent of persons age 65 or older resided with their adult children; by the end of the twentieth century, fewer than 15 percent did so. Many scholars have argued that the simplification of the living arrangements of the aged resulted primarily from an increase in their resources, which enabled increasing numbers of elders to afford independent living. This article supports a different interpretation: the evidence suggests that the decline of coresidence between generations had less to do with the growing affluence of the aged than with the increasing opportunities of the younger generation. Using data from the Integrated Public Use Microdata Series (IPUMS), I examine long-run trends in the characteristics of both the older and the younger generations to gain insight into changing motivations for coresidence. In particular I investigate headship patterns, occupational status, income, and spatial coresidence patterns. I also reassess the potential impact of the Social Security program. I conclude that the decline of intergenerational coresidence resulted mainly from increasing opportunities for the young and declining parental control over their children."
Kreager D.A.,2007,American Sociological Review,"This article examines the extent to which participation in high school interscholastic sports contributes to male violence. Deriving competing hypotheses from social control, social learning, and masculinity theories, I use data from the National Longitudinal Study of Adolescent Health to test if (1) type of sport and (2) peer ath letic participation, contribute to the risks ofmale serious fighting. Contrary to social control expectations, analyses suggest that athletic involvement fails to inhibit male violence. Moreover, there is a strong relationship between contact sports and violence. Football players and wrestlers, as opposed to baseball, basketball, tennis, and other athletes, are significantly more likely than nonathletic males to be involved in a serious fight. Additionally, the direct effect of football is explained by the football participation of individuals' peers. Males whose friends play football are more likely to fight than other males, supporting perspectives that emphasizze peer contexts as important mediators. Overall, findings are consistent with the expectations of social learning and masculinity arguments. The theoretical and policy implications of these results are discussed."
Rosenfeld M.J.,2005,American Journal of Sociology,"Status-caste exchange theory predicts that in interracial marriages one partner's socioeconomic status is exchanged for the other's racial caste status. The author examines the contradictory literature on the theory specifically in relation to black-white intermarriage and offers three explanations for the divergent findings. First, black-white inequality has obscured the actual status homogamy typifying intermarriage. Second, gender differences among young couples have been mistaken for racially specific patterns of exchange. Third, the empirical findings that appear to support status-caste exchange are not robust. The author's conclusions favor the simplest tabular analyses, which cast doubt on status-caste exchange theory. © 2005 by The University of Chicago. All rights reserved."
"Messner S.F., Rosenfeld R., Baumer E.P.",2004,American Sociological Review,"Robert Putnam comprehensively analyzes the multidimensional nature of social capital and makes a persuasive argument for its relevance to various community social problems, including violent crime. However, systematic empirical evaluations of the links between the multiple dimensions of social capital and violence are limited by the lack of adequate measures. Using data from the Social Capital Benchmark Survey, the authors model the relationships between several dimensions of social capital and homicide rates for 40 U.S. geographic areas. Their findings show that many forms of social capital highlighted in the literature as having beneficial consequences for communities are not related to homicide rates. Two dimensions of social capital, social trust and social activism, do exhibit significant associations with homicide rates, net of other influences. However, in the latter case, the relationship is positive, and in both cases, simultaneous equation models suggest that these dimensions of social capital are consequences as well as causes of homicide. The results underscore the importance of examining the different dimensions of social capital and assessing their reciprocal relationships with homicide and other social outcomes."
Vallas S.P.,2003,American Sociological Review,"Using data from a comparative, multisite ethnography, this paper identifies some of the social and organizational conditions that limited the impact of workplace transformation at four manufacturing plants during the 1990s. Although these plants adopted an array of new work practices, most achieved only limited gains and were generally unable to transcend the traditional boundary between salaried and hourly employees. A key reason lay in the managerial orientation toward production that was brought to bear on the process of workplace change. This orientation, which placed substantial emphasis on scientific and technical rationality, limited the firm's ability to provide an overarching normative or moral framework within which workplace change might unfold, leaving team systems vulnerable to anomic tendencies, to status distinctions among hourly employees, and to other sources of instability. The predominance of a technical, expert-centered orientation toward production also introduced salient contradictions into the new work regimes, pitting a logic of standardization against managerial efforts to cultivate a logic of participation. These findings suggest that successful implementation of workplace change may depend on the ability of corporate executives to demonstrate the very capacity for flexibility that they often demand of their hourly employees."
"Nielsen F., Alderson A.S.",1995,American Sociological Review,"The authors use an unbalanced cross-national data set that allows observations on inequality and development for several years for the same country. The 88 countries in this data set contribute 279 observations from 1952 to 1988. The relationship between income inequality and development in this data set exhibits the inverted-U shape characteristic of the Kuznets curve. Regression analyses using pooling techniques with the assumptions of a random effects model show that the curvilinearity is largely accounted for by a model based on three major processes: labor force shifts from agriculture to industry; the demographic transition; and the spread of education. These processes are represented in regression models by four variables, which have significant effects on income inequality in directions predicted by the model: sector dualism; percent of labor force in agriculture; natural rate of population increase; and secondary school enrollment. The effects of political democracy, Marxist-Leninist regime, horticultural or agrarian subsistence technology prior to industrialization, an indicator for Taiwan, and calendar time are also estimated. -from Authors"
Kalev A.,2009,American Journal of Sociology,"This study shows that the organization of work, particularly the structure of jobs, can sustain or erode gender and racial disadvantage. Restructuring work around team work and weaker job boundaries can improve women's and minorities' visibility and reduce stereotyping and thus should reduce their career disadvantage. Proponents of bureaucratic formalization argue, in contrast, that relaxing formal job definitions and emphasizing social relations at work will deepen ascriptive disadvantage. The reorganization of work in corporate America over the last two decades provides a test case. Using unique data on the life histories of more than 800 organizations, the author examines whether alleviating job segregation leads to better career outcomes for women and minorities. This study finds that when employers adopt popular team and training programs that increase cross-functional collaboration, ascriptive inequality declines. Similar programs that do not transcend job boundaries do not lead to such increases. The results point to different effects at the intersection of gender and race. © 2009 by the University of Chicago. All Rights Reserved."
"Jonsson J.O., Grusky D.B., Di Carlo M., Pollak R., Brinton M.C.",2009,American Journal of Sociology,"In the sociological literature on social mobility, the long-standing convention has been to assume that intergenerational reproduction takes one of two forms: a categorical form that has parents passing on a big-class position to their children or a gradational form that has parents passing on their socioeconomic standing. These approaches ignore in their own ways the important role that occupations play in transferring opportunities from one generation to the next. In new analyses of nationally representative data from the United States, Sweden, Germany, and Japan, the authors show that (a) occupations are an important conduit for social reproduction, (b) the most extreme rigidities in the mobility regime are only revealed when analyses are carried out at the occupational level, and (c) much of what shows up as big-class reproduction in conventional mobility analyses is in fact occupational reproduction in disguise. © 2009 by The University of Chicago."
Viterna J.S.,2006,American Journal of Sociology,"Using a rare representative sample of grassroots activists and non-activists, this study identifies three paths that consistently led Salvadoran women to involvement in the FMLM guerrilla army: politicized guerillas, reluctant guerillas, and recruited guerillas. These mobilization paths arose from the patterned intersections of individual-level biographies, networks, and situational contexts. The implications of these findings extend beyond studies of revolutionary activism to analyses of microlevel mobilization in general. Activists are heterogeneous and often follow multiple paths to the same participation outcome. Capturing these multiple paths is imperative for generating theoretically sound explanations of mobilization that are also empirically effective in distinguishing activists from nonactivists. © 2006 by The University of Chicago. All rights reserved."
"South S.J., Crowder K.D.",1999,American Sociological Review,"We use longitudinal data from the Panel Study of Income Dynamics, in conjunction with decennial census data, to examine the impact of neighborhood socioeconomic disadvantage on young women's risk of premarital childbearing and the timing of their transition to first marriage. Discrete-time event-history models reveal that, among black women, neighborhood disadvantage has little impact on the risk of premarital childbearing, but has a significant nonlinear effect on the probability of marriage prior to first birth. Among white women, as neighborhood disadvantage increases, premarital childbearing rates rise nonlinearly, and marriage rates rise linearly. The nonlinear effects of neighborhood disadvantage on white women's premarital childbearing and black women's first prebirth marriage are generally consistent with arguments regarding the detrimental consequences of concentrated poverty, as opposed to merely high poverty. We find no evidence that the effects of individual socioeconomic status on these dimensions of family formation vary by neighborhood quality. And although white women's estimated rates of premarital childbearing may approach those of blacks in the most disadvantaged neighborhoods, socioeconomic differences between the neighborhoods inhabited by black women and white women explain only a modest proportion of the pronounced racial differences in premarital childbearing and the timing of first marriage."
"Hughes M., Thomas M.E.",1998,American Sociological Review,"More than a decade ago, we (Thomas and Hughes 1986) demonstrated that the subjective well-being of African Americans in the United States was significantly and consistently lower than that for whites over the 14-year period from 1972 to 1985. Since then, evidence has accumulated on several important dimensions of well-being that African Americans fare as well as or better than whites, suggesting a change in the pattern observed for nearly 40 years. Using data from the General Social Survey (GSS) for the period 1972 to 1996, we show that quality of life continues to be worse for African Americans than it is for whites, although anomia and mistrust have increased a little more rapidly in recent years for whites than for blacks. Racial disparities in quality of life do not vary by and are not explained by socioeconomic status. Although racial inequality appears to be the primary cause of these differences, the exact processes producing them are as yet unknown."
"Kiser E., Hechter M.",1998,American Journal of Sociology,"In the past two decades, many sociologists have denied the usefulness of general theories in favor of more particularistic approaches to historical explanation, which makes it difficult to specify both the causal relations and the causal mechanisms that account for social outcomes. This article offers some philosophical and theoretical justifications for the use of general theory in historical analysis and contends that general theory guides the selection of facts, provides a source of generalizable causal mechanisms, facilitates the cumulation of knowledge across substantive domains, reveals anomalies that lead to new questions, and creates the conditions under which existing theories can be supplanted by superior ones. The authors further outline the concrete research practices that flow from their approach and discuss several empirical studies that exemplify these five advantages."
